batch_id,cum_mean_dist,cum_std_dist,cum_cutoff
1,0.5732316970825195,0.14860329031944275,0.7218349874019623
2,0.6431757211685181,0.15365475416183472,0.7968304753303528
3,0.6715570092201233,0.16983842849731445,0.8413954377174377
4,0.6811272501945496,0.16304492950439453,0.8441721796989441
5,0.6896743774414062,0.1532575488090515,0.8429319262504578
6,0.6898037791252136,0.14707423746585846,0.8368780165910721
7,0.6855517625808716,0.15240705013275146,0.837958812713623
8,0.6912588477134705,0.1517685204744339,0.8430273681879044
9,0.7014750838279724,0.16176022589206696,0.8632353097200394
10,0.7167140245437622,0.16079655289649963,0.8775105774402618
11,0.7253450155258179,0.15854457020759583,0.8838895857334137
12,0.7189490795135498,0.15800252556800842,0.8769516050815582
13,0.7167916893959045,0.156716451048851,0.8735081404447556
14,0.7102277874946594,0.16264069080352783,0.8728684782981873
15,0.712457001209259,0.15903501212596893,0.871492013335228
16,0.7127923965454102,0.1569330096244812,0.8697254061698914
17,0.7117272615432739,0.15569451451301575,0.8674217760562897
18,0.7172876000404358,0.15481407940387726,0.872101679444313
19,0.719143271446228,0.15310384333133698,0.872247114777565
20,0.7148985862731934,0.15617352724075317,0.8710721135139465
21,0.7102932333946228,0.15903030335903168,0.8693235367536545
22,0.7083765268325806,0.158063605427742,0.8664401322603226
23,0.7055057883262634,0.1579483151435852,0.8634541034698486
24,0.7029643654823303,0.15822795033454895,0.8611923158168793
25,0.7020730376243591,0.15680690109729767,0.8588799387216568
26,0.6996597647666931,0.15831448137760162,0.8579742461442947
27,0.697468638420105,0.1576010286808014,0.8550696671009064
28,0.6953439116477966,0.15801408886909485,0.8533580005168915
29,0.6983152627944946,0.1585744470357895,0.8568897098302841
30,0.6995357275009155,0.1588508039712906,0.8583865314722061
31,0.7015620470046997,0.15850484371185303,0.8600668907165527
32,0.702678918838501,0.15973375737667084,0.8624126762151718
33,0.7013887166976929,0.16043218970298767,0.8618209064006805
34,0.6987109184265137,0.16114111244678497,0.8598520308732986
35,0.6968733668327332,0.16228243708610535,0.8591558039188385
36,0.6982002258300781,0.16190782189369202,0.8601080477237701
37,0.7005206346511841,0.1612413078546524,0.8617619425058365
38,0.7024878263473511,0.16054409742355347,0.8630319237709045
39,0.7053930163383484,0.16050328314304352,0.8658962994813919
40,0.707051694393158,0.16102196276187897,0.8680736571550369
41,0.7072597146034241,0.1616731733083725,0.8689328879117966
42,0.7078741192817688,0.16130748391151428,0.8691816031932831
43,0.7069651484489441,0.16289161145687103,0.8698567599058151
44,0.7043944597244263,0.16386321187019348,0.8682576715946198
45,0.7049588561058044,0.16475330293178558,0.86971215903759
46,0.7080650925636292,0.16436584293842316,0.8724309355020523
47,0.7106197476387024,0.16394105553627014,0.8745608031749725
48,0.7124422192573547,0.16327111423015594,0.8757133334875107
49,0.7138509750366211,0.16233758628368378,0.8761885613203049
50,0.7145572900772095,0.16137994825839996,0.8759372383356094
51,0.7159213423728943,0.16076797246932983,0.8766893148422241
52,0.7152756452560425,0.16131410002708435,0.8765897452831268
53,0.7143179178237915,0.16169770061969757,0.8760156184434891
54,0.714271068572998,0.16223189234733582,0.8765029609203339
55,0.7132042646408081,0.16196046769618988,0.875164732336998
56,0.7135725021362305,0.1612049639225006,0.8747774660587311
57,0.712873101234436,0.1603691130876541,0.8732422143220901
58,0.7134276032447815,0.15986323356628418,0.8732908368110657
59,0.7128231525421143,0.1600172221660614,0.8728403747081757
60,0.7127267122268677,0.1604861319065094,0.8732128441333771
61,0.7131149172782898,0.1599922776222229,0.8731071949005127
62,0.7143670320510864,0.1602659672498703,0.8746329993009567
63,0.7164742946624756,0.16088809072971344,0.877362385392189
64,0.7181976437568665,0.16126243770122528,0.8794600814580917
65,0.718543529510498,0.16284964978694916,0.8813931792974472
66,0.7175523638725281,0.16413074731826782,0.8816831111907959
67,0.7175562381744385,0.16341008245944977,0.8809663206338882
68,0.7167873978614807,0.1645832508802414,0.8813706487417221
69,0.7142225503921509,0.16631212830543518,0.8805346786975861
70,0.7140106558799744,0.1662246733903885,0.8802353292703629
71,0.714250385761261,0.16573834419250488,0.8799887299537659
72,0.7137647867202759,0.16607843339443207,0.879843220114708
73,0.7123836278915405,0.16720649600028992,0.8795901238918304
74,0.7123693227767944,0.16714532673358917,0.8795146495103836
75,0.7115414142608643,0.16695278882980347,0.8784942030906677
76,0.7115349769592285,0.1665564477443695,0.878091424703598
77,0.7112770676612854,0.16675201058387756,0.878029078245163
78,0.7122170329093933,0.1665428876876831,0.8787599205970764
79,0.7130196690559387,0.16590991616249084,0.8789295852184296
80,0.7142280340194702,0.16653186082839966,0.8807598948478699
81,0.7130706906318665,0.16744735836982727,0.8805180490016937
82,0.7121286988258362,0.16759377717971802,0.8797224760055542
83,0.7120046019554138,0.16711917519569397,0.8791237771511078
84,0.7127307057380676,0.16675616800785065,0.8794868737459183
85,0.7134417295455933,0.16624672710895538,0.8796884566545486
86,0.7148706912994385,0.1660279929637909,0.8808986842632294
87,0.7165958285331726,0.16594210267066956,0.8825379312038422
88,0.7186707854270935,0.16631931066513062,0.8849900960922241
89,0.7180676460266113,0.16637884080410004,0.8844464868307114
90,0.7168725728988647,0.16676414012908936,0.8836367130279541
91,0.7152811288833618,0.16757625341415405,0.8828573822975159
92,0.7155454158782959,0.16699999570846558,0.8825454115867615
93,0.7148580551147461,0.1672314703464508,0.8820895254611969
94,0.7149706482887268,0.16681426763534546,0.8817849159240723
95,0.7144926190376282,0.16704794764518738,0.8815405666828156
96,0.713914155960083,0.16742835938930511,0.8813425153493881
