batch_id,num_utterances,start_index,mean_dist,std_dist,cutoff,cum_mean_dist,cum_std_dist,cum_cutoff
156,20,3101,0.6140797734260559,0.1592012643814087,0.7732810378074646,0.7162976264953613,0.16699539124965668,0.883293017745018
157,20,3121,0.7030717730522156,0.18533721566200256,0.8884089887142181,0.7162134051322937,0.16708919405937195,0.8833025991916656
158,20,3141,0.6181680560112,0.18193602561950684,0.8001040816307068,0.7155928611755371,0.16733679175376892,0.882929652929306
159,20,3161,0.612475574016571,0.20203138887882233,0.8145069628953934,0.7149443030357361,0.16773748397827148,0.8826817870140076
160,20,3181,0.7004172205924988,0.14517050981521606,0.8455877304077148,0.7148535847663879,0.16759009659290314,0.8824436813592911
161,20,3201,0.6219723224639893,0.2202051728963852,0.8421774953603745,0.7142766714096069,0.16808156669139862,0.8823582381010056
162,20,3221,0.6995003819465637,0.19086462259292603,0.8903650045394897,0.7141854166984558,0.1682022660970688,0.8823876827955246
163,20,3241,0.6728958487510681,0.16706696152687073,0.8399628102779388,0.7139320969581604,0.1682007759809494,0.8821328729391098
164,20,3261,0.6740801930427551,0.20259332656860352,0.8766735196113586,0.7136891484260559,0.16842326521873474,0.8821124136447906
165,20,3281,0.7610816359519958,0.12249895185232162,0.8835805878043175,0.7139763832092285,0.16820934414863586,0.8821857273578644
166,20,3301,0.6936972737312317,0.17059624195098877,0.8642935156822205,0.7138540744781494,0.16820508241653442,0.8820591568946838
167,20,3321,0.7699829936027527,0.14276091754436493,0.9127439111471176,0.7141902446746826,0.16810178756713867,0.8822920322418213
168,20,3341,0.7786849141120911,0.12910623848438263,0.9077911525964737,0.7145741581916809,0.1679549366235733,0.8825290948152542
169,20,3361,0.8014416694641113,0.08990222960710526,0.8913438990712166,0.7150881886482239,0.16772519052028656,0.8828133791685104
170,20,3381,0.8159171342849731,0.09881320595741272,0.9147303402423859,0.7156813144683838,0.16757166385650635,0.8832529783248901
171,20,3401,0.8174444437026978,0.1041199266910553,0.921564370393753,0.7162764072418213,0.16744093596935272,0.883717343211174
172,20,3421,0.7999218106269836,0.10033681988716125,0.9002586305141449,0.7167627215385437,0.16724082827568054,0.8840035498142242
173,20,3441,0.8267456889152527,0.0954461544752121,0.9221918433904648,0.717398464679718,0.16711477935314178,0.8845132440328598
174,20,3461,0.8110057711601257,0.128578320145607,0.9395840913057327,0.7179364562034607,0.16705439984798431,0.884990856051445
175,20,3481,0.8053007125854492,0.14249970018863678,0.947800412774086,0.7184357047080994,0.16703683137893677,0.8854725360870361
176,20,3501,0.8457908630371094,0.0648801401257515,0.9106710031628609,0.7191593050956726,0.1669044941663742,0.8860637992620468
177,20,3521,0.7932319045066833,0.11311108618974686,0.9063429906964302,0.7195777297019958,0.16673092544078827,0.8863086551427841
178,20,3541,0.8553528189659119,0.051786571741104126,0.907139390707016,0.7203405499458313,0.16661426424980164,0.8869548141956329
179,20,3561,0.6977042555809021,0.17122267186641693,0.868926927447319,0.7202140688896179,0.16662433743476868,0.8868384063243866
180,20,3581,0.7061183452606201,0.1211162582039833,0.8272346034646034,0.7201357483863831,0.1663968861103058,0.8865326344966888
181,20,3601,0.6750248074531555,0.2192278802394867,0.8942526876926422,0.7198865413665771,0.16672857105731964,0.8866151124238968
182,20,3621,0.6690495610237122,0.213307723402977,0.8823572844266891,0.7196072340011597,0.16702494025230408,0.8866321742534637
183,20,3641,0.6603817343711853,0.20479340851306915,0.8651751428842545,0.7192836403846741,0.1672772914171219,0.886560931801796
184,20,3661,0.8125156760215759,0.10259106010198593,0.9151067361235619,0.7197902798652649,0.16712549328804016,0.886915773153305
185,20,3681,0.7181698083877563,0.14401087164878845,0.8621806800365448,0.7197814583778381,0.16699236631393433,0.8867738246917725
186,20,3701,0.690556526184082,0.18554183840751648,0.8760983645915985,0.7196244597434998,0.16708360612392426,0.886708065867424
187,20,3721,0.568895161151886,0.18769940733909607,0.7565945684909821,0.7188183665275574,0.16753360629081726,0.8863519728183746
188,20,3741,0.6079874038696289,0.20651668310165405,0.814504086971283,0.718228816986084,0.16792483627796173,0.8861536532640457
189,20,3761,0.7333483099937439,0.12879137694835663,0.8621396869421005,0.7183088064193726,0.16773226857185364,0.8860410749912262
190,20,3781,0.7149397730827332,0.13641886413097382,0.851358637213707,0.7182911038398743,0.16756829619407654,0.8858594000339508
191,20,3801,0.685723602771759,0.0858873799443245,0.7716109827160835,0.7181205153465271,0.1672552227973938,0.8853757381439209
192,20,3821,0.6599087715148926,0.13768763840198517,0.7975964099168777,0.7178173065185547,0.1671525090932846,0.8849698156118393
193,20,3841,0.6437641978263855,0.1070021465420723,0.7507663443684578,0.7174335718154907,0.16697245836257935,0.8844060301780701
194,20,3861,0.6247383952140808,0.14898623526096344,0.7737246304750443,0.7169559597969055,0.16699956357479095,0.8839555233716965
195,20,3881,0.676408588886261,0.1745479702949524,0.8509565591812134,0.7167479991912842,0.1670408695936203,0.8837888687849045
196,20,3901,0.6530892252922058,0.19495967030525208,0.8480488955974579,0.7164231538772583,0.16722771525382996,0.8836508691310883
197,20,3921,0.5868822336196899,0.13992390036582947,0.7268061339855194,0.7157655954360962,0.16733896732330322,0.8831045627593994
198,20,3941,0.7213982939720154,0.09715693444013596,0.8185552284121513,0.7157939672470093,0.16705186665058136,0.8828458338975906
199,20,3961,0.7370643019676208,0.10799051076173782,0.8450548127293587,0.7159008979797363,0.16680529713630676,0.8827061951160431
200,20,3981,0.7358765006065369,0.13888010382652283,0.8747566044330597,0.7160007953643799,0.16666877269744873,0.8826695680618286
201,20,4001,0.7160822749137878,0.11801093816757202,0.8340932130813599,0.7160012125968933,0.16645143926143646,0.8824526518583298
202,20,4021,0.7198540568351746,0.10923179239034653,0.8290858492255211,0.7160203456878662,0.16620796918869019,0.8822283148765564
203,20,4041,0.7708386778831482,0.17591942846775055,0.9467581063508987,0.7162903547286987,0.16627858579158783,0.8825689405202866
204,20,4061,0.7364591956138611,0.09712140262126923,0.8335805982351303,0.7163891196250916,0.1660088151693344,0.882397934794426
205,20,4081,0.6828808784484863,0.20594365894794464,0.888824537396431,0.7162256836891174,0.16621223092079163,0.8824379146099091
206,20,4101,0.7920795679092407,0.1295786052942276,0.9216581732034683,0.7165939807891846,0.1661253124475479,0.8827192932367325
207,20,4121,0.8360843062400818,0.09611888229846954,0.9322031885385513,0.7171711921691895,0.1660582274198532,0.8832294195890427
208,20,4141,0.7133387923240662,0.09869500994682312,0.8120338022708893,0.7171527743339539,0.16579294204711914,0.882945716381073
209,20,4161,0.8028788566589355,0.13603858649730682,0.9389174431562424,0.7175629138946533,0.1657555252313614,0.8833184391260147
210,20,4181,0.654007077217102,0.17474526166915894,0.828752338886261,0.7172603607177734,0.16583530604839325,0.8830956667661667
211,16,4201,0.6562588214874268,0.18882527947425842,0.8450841009616852,0.717028796672821,0.16594550013542175,0.8829742968082428
